left_doc_id,right_doc_id,left_doc_length,left_start,right_start,left_end,right_end,score,left_bill_title,right_bill_title,left,right,label
va_2014_HB503,wa_2011-2012_HB1140,6723,17,1666,27,1676,20,Charter; Town of Victoria.,Authorizing towns to provide high-speed internet service.,consistent with the provisions of,consistent with the provisions of,0
nj_216_S76,nc_2013_HB368,10181,0,21,1,22,16,"Changes certain eligibility criteria for TPAF, JRS, PERS, PFRS and SPRS disability benefits; requires Attorney General to establish fraud unit; creates temporary committee to recommend accidental disability standard for systems.",Bd. of Agriculture Forestry/Nursery Appts.-AB,the division of pensions and benefits copies of the,the commissioner of agriculture and the members of the,0
nj_214_S1033,az_51st-2nd-regular_HB2337,1806,142,1397,158,1413,12,Clarifies that punitive damages may not be awarded against public entities or public employees acting within the scope of their employment in any action.,misconduct involving weapons; application,is amended to,is amended to,0
ks_2013-2014_HB2157,ca_20152016_AB502,14428,118,1842,124,1848,14,Kansas dental board; licensure of dental practitioners.,Dental hygiene.,registered dental practitioners and dental hygienists,registered dental hygienists.(6) registered dental hygienists,2
nj_216_S76,hi_2011 Regular Session_SB1545,10181,5,111,9,115,11,"Changes certain eligibility criteria for TPAF, JRS, PERS, PFRS and SPRS disability benefits; requires Attorney General to establish fraud unit; creates temporary committee to recommend accidental disability standard for systems.",RELATING TO THE OFFICE OF INFORMATION PRACTICES.,of the state of,of the office of,0
ky_2011 Regular Session_HB288,de_147_SB38,3770,79,3899,86,3906,21,"AN ACT relating to real estate appraisal management companies. Create new sections of KRS Chapter 324A to define terms related to real estate appraisal management companies; require registration of real estate appraisal management companies with the board and provide qualifications and limitations on registration; require board to establish a reasonable filing fee in administrative regulation; specify the inclusion of the annual national registry fee required under federal law and maintained by the Appraisal Subcommittee of the Federal Financial Institutions Examination Council; require surety bond not to exceed $500,000; require registrants and persons owning 10% or more of the registrant to submit to a national criminal history check through the Federal Bureau of Investigation; provide requirements for registered companies and their employees, directors, officers, and agents; require executive director of the board to maintain a register of all applicants; grant board the authority to penalize registrants for specified offenses; exempt specified parties from provisions of the Act; specify that the Act shall be known as the Kentucky Appraisal Management Company Registration Act.",AN ACT TO AMEND TITLE 24 CHAPTER 40 OF THE DELAWARE CODE RELATING TO THE COUNCIL ON REAL ESTATE APPRAISERS.,by the appraisal subcommittee of the federal financial institutions,by the council. 5. violating the federal financial institutions,0
md_2014_HB539,fl_2015_SB248,644,23,890,30,899,22,Task Force to Study the Implementation and Use of Body Cameras by Law Enforcement Officers,Public Records/Body Camera Recording Made by a Law Enforcement Officer,of body cameras - - by law enforcement officers.,of body cameras being used by law enforcement officers.,1
in_2015_SB4,hi_2013 Regular Session_HB1077,33760,19,130,21,132,12,A BILL FOR AN ACT to amend the Indiana Code concerning general provisions,RELATING TO UNIVERSITY OF HAWAII BUDGET.,in accordance with,in accordance with,0
tn_108_HB2032,ks_2015-2016_SB175,296,1,12,2,13,20,"Human Rights - As introduced, makes certain discriminations against a student or a student organization by a postsecondary educational institution a discriminatory practice under the human rights statute. - Amends TCA Title 4, Chapter 21 and Title 49.",Exercise of religious freedom by postsecondary education student associations.,"including, but not limited to,","including, but not limited to,",0
mn_2009-2010_HF59,ok_2011-2012_SB1817,833,3,365,6,368,22,Environmental Justice Act established.,Schools; creating task force on administrative efficiencies. Effective date. Emergency.,the task force shall identify a set of,the task force shall submit a report of,0
in_2015_SB4,mo_2012_SB725,33760,46,48,58,60,15,A BILL FOR AN ACT to amend the Indiana Code concerning general provisions,Prohibits a municipality from adopting a redevelopment plan involving tax increment financing without a finding that the developer does not owe delinquent taxes,for the removal of the,for the development of the,0
nj_214_A2385,il_95th_HB5045,1289,12,2673,17,2678,27,"""State Medicare Part D Assistance and Information Act.""",CIRCUIT BREAKER-VETERANS,"on behalf of the department its efforts, in conjunction with the department of",on behalf of the department of healthcare and family services. the department of,0
vt_2011-2012_H348,md_2011_SB189,539,101,110,110,121,25,AN ACT RELATING TO SCHOOL CONSTRUCTION COSTS,Public Schools - State Aid for School Construction - Planning and Design Costs,enacted by the general assembly of - - the state of,"enacted by the general assembly of maryland, that the laws of",0
ky_2011 Regular Session_HB288,ms_2009_SB2981,3770,9,71,20,81,49,"AN ACT relating to real estate appraisal management companies. Create new sections of KRS Chapter 324A to define terms related to real estate appraisal management companies; require registration of real estate appraisal management companies with the board and provide qualifications and limitations on registration; require board to establish a reasonable filing fee in administrative regulation; specify the inclusion of the annual national registry fee required under federal law and maintained by the Appraisal Subcommittee of the Federal Financial Institutions Examination Council; require surety bond not to exceed $500,000; require registrants and persons owning 10% or more of the registrant to submit to a national criminal history check through the Federal Bureau of Investigation; provide requirements for registered companies and their employees, directors, officers, and agents; require executive director of the board to maintain a register of all applicants; grant board the authority to penalize registrants for specified offenses; exempt specified parties from provisions of the Act; specify that the Act shall be known as the Kentucky Appraisal Management Company Registration Act.",Real estate appraisal management companies; require registration of.,the board shall promulgate administrative regulations establishing a reasonable filing fee to be paid by each appraisal management company seeking registration under,the board shall establish by regulation an annual - - fee to be paid by each appraisal management company seeking registration under,1
